Amyloidogenic_subgraph,GABA_subgraph,Epigenetic_modification_subgraph,Lipid_peroxidation_subgraph,Cell_cycle_subgraph,Electron_transport_chain,GSK3_subgraph,Synaptic_vesicle_endocytosis_subgraph,Plasminogen_activator_subgraph,CRH_subgraph,Vascular_endothelial_growth_factor_subgraph,Cell_adhesion_subgraph,mTOR_signaling_subgraph,RhoA_subgraph,Insulin_signal_transduction,Gamma_secretase_subgraph,JAK-STAT_signaling_subgraph,Chemokine_signaling_subgraph,Serotonergic_subgraph,Interleukin_signaling_subgraph,Nerve_growth_factor_subgraph,APOE_subgraph,Calpastatin-calpain_subgraph,Caspase_subgraph,Estrogen_subgraph,MAPK-ERK_subgraph,DYRK1A_subgraph,Sphingolipid_metabolic_subgraph,Endoplasmic_reticulum-Golgi_protein_export,Tau_protein_subgraph,MAPK-JNK_subgraph,Beta-Catenin_subgraph,Response_DNA_damage,Unfolded_protein_response_subgraph,ADAM_Metallopeptidase_subgraph,Endosomal_lysosomal_subgraph,Bcl-2_subgraph,Acetylcholine_signaling_subgraph,Toll_like_receptor_subgraph,Matrix_metalloproteinase_subgraph,Calcium-dependent_signal_transduction,Autophagy_signaling_subgraph,Nitric_oxide_subgraph,Axonal_guidance_subgraph,Hypoxia_response_subgraph,Cytokine_signaling_subgraph,Interferon_signaling_subgraph,Glucagon_subgraph,DKK1_subgraph,Immunoglobulin_subgraph,Innate_immune_system_subgraph,Cyclin-CDK_subgraph,Syndecan_subgraph,Cholesterol_metabolism_subgraph,Endothelin_subgraph,Akt_subgraph,CREB_subgraph,Ubiquitin_degradation_subgraph,G-protein-mediated_signaling,Phosphatidylinositol_3_subgraph,Alpha_2_macroglobulin_subgraph,Binding_and_Uptake_of_Ligands_by_Scavenger_Receptors,Neuroprotection_subgraph,Synuclein_subgraph,Metabolism_of_steroid_hormones_subgraph,Tumor_necrosis_factor_subgraph,Disaccharide_metabolism_subgraph,Nuclear_factor_Kappa_beta_subgraph,Peroxisome_proliferator_activated_receptor_subgraph,Reactive_oxygen_species_subgraph,p53_stabilization_subgraph,Wnt_signaling_subgraph,ATP_binding_cassette_transport_subgraph,Apoptosis_signaling_subgraph,Vitamin_subgraph,Low_density_lipoprotein_subgraph,NMDA_receptor,Retinoblastoma_subgraph,Glutamatergic_subgraph,Prostaglandin_subgraph,Reelin_signaling_subgraph,XIAP_subgraph,Inflammatory_response_subgraph,TGF-Beta_subgraph,Response_to_oxidative_stress,Eicosanoids_signaling_subgraph,T_cells_signaling,Regulation_of_actin_cytoskeleton_subgraph,Synapse_assembly_subgraph,Axonal_transport_subgraph,Non-amyloidogenic_subgraph,Chaperone_subgraph,Notch_signaling_subgraph,Complement_system_subgraph,Beta_secretase_subgraph
2228.4620856713796,35.770792307692304,74.53283333333333,7.096,33.66412142857143,43.864333333333335,156.66430659340656,14.724,64.57549652014653,93.11592307692308,126.41210512820511,23.529466666666664,22.350333333333335,53.0019,48.97598397435897,462.854583974359,39.28115384615384,144.06276282051283,9.07,1000.3566993252216,163.4509717948718,98.91975369963372,27.617944249084246,151.38261068376067,10.89475,83.64837564102561,102.55410329670329,20.14766666666667,10.1225,302.7406427838828,68.5785096153846,2.8465000000000025,66.68569230769229,80.51163333333334,60.42842948717949,2.6728461538461565,95.90877564102563,35.219,71.82867692307691,60.958083333333335,30.642833333333336,11.529846153846155,63.70463461538462,48.714166666666664,16.23108333333333,24.1666,26.573,2.421666666666667,113.73801923076923,45.89096666666667,13.844166666666666,133.88042948717947,11.6875,55.0958717948718,59.9816641025641,63.500929487179484,38.15237142857143,104.70216736596737,44.45035897435898,173.6397307692308,6.8168461538461536,234.0776987179487,5.708933333333333,64.6177380952381,24.694000000000003,-1100.0063348760368,2.421666666666667,8.969634429061271e+17,74.41106282051281,43.670914529914526,24.778,102.286275,17.572242307692306,31.498692307692306,38.801,100.97416512820513,16.270192307692305,40.06360897435897,148.96535897435894,19.368846153846153,19.728166666666667,7.832,137.84176037946887,91.7561794871795,12.621666666666666,15.383,73.87283461538462,245.13234615384616,16.270192307692305,13.844166666666666,138.43139652014656,83.72144230769231,43.40609615384615,78.43503846153847,202.45710961538464
2195.9561643617435,28.16994743589744,73.53666666666666,7.92,36.32191666666667,45.043666666666674,161.95928315018313,13.032666666666666,63.022423443223445,91.0823076923077,119.13084615384614,23.67046666666667,22.415333333333336,50.77026666666667,45.3790716025641,451.0521402930403,38.24371794871795,142.06728205128206,8.993333333333334,974.8094243733611,155.80701282051282,101.93515282051283,27.98655705128205,152.8778850427351,12.301916666666667,80.99960576923077,102.65059157509158,21.45533333333333,10.094,305.8123772930403,68.64133653846154,2.9689999999999994,64.73158791208792,82.451975,60.491015384615395,2.793115384615383,91.57492124542124,35.774,70.71549230769232,58.58133333333333,38.70316666666666,11.006615384615385,62.924461538461536,47.02525,17.213749999999997,22.602,27.912999999999997,2.3238333333333334,128.18342307692308,46.02696666666667,13.761333333333333,132.6319903846154,11.404,53.78751282051281,57.55479914529914,61.92741538461537,37.962,103.36292674825174,42.729897435897435,164.17691025641025,6.621615384615385,230.85537179487181,5.9625,61.47826190476191,26.657000000000004,-1099.4734181080178,2.3238333333333334,8.930450053913124e+17,74.89368205128206,45.11878632478633,26.28775,111.9468,17.077280769230768,31.605230769230772,40.298,101.13621615384615,15.66873076923077,41.908314102564105,155.40423076923076,19.639615384615386,20.401500000000002,8.0652,135.24462580430267,85.87044871794872,12.388166666666667,13.942,74.5814782051282,234.25849038461536,15.66873076923077,13.761333333333333,137.97465677655677,83.89139743589745,43.120663003663005,78.00034615384615,198.59183653846156
2225.103270194481,36.47558205128204,77.29299999999999,7.139,36.9219119047619,43.60233333333333,155.83023324175824,14.263666666666666,62.34752124542125,90.12115384615383,126.4966564102564,23.050600000000003,22.417,53.74836666666667,48.201387051282055,468.609438003663,41.147358974358966,140.44639102564105,9.498333333333331,970.4588678954624,165.61775641025642,98.0556806959707,28.099799597069595,150.96255641025644,12.978083333333334,81.68774871794872,104.6475457875458,21.505000000000003,9.6065,308.39721147985347,67.99310576923077,2.7093749999999996,66.26354395604396,76.86650833333333,59.21274102564103,2.8623076923076947,95.72021062271061,35.08375,68.82064615384616,63.679,32.54483333333333,10.942307692307693,61.83098076923078,48.880166666666675,16.338833333333334,23.945600000000002,24.79,2.5915,117.72479487179487,45.746366666666674,13.216,131.41897435897434,11.391,56.429923076923075,58.09594957264957,67.45337435897436,39.36582857142857,106.16899481351979,43.149782051282045,168.63403846153847,6.375307692307692,229.14626923076924,6.391133333333334,59.894214285714284,23.575,-1060.6276092036967,2.5915,8.753034016209777e+17,73.55752435897436,42.632282051282054,27.04175,106.52853333333333,16.985615384615386,30.543615384615386,36.316,101.44306974358975,15.383115384615387,41.427365384615385,148.41086538461536,19.300307692307694,20.975,8.302800000000001,132.71806581731306,89.89180769230767,12.695500000000001,15.422,74.08459743589745,242.5388076923077,15.383115384615387,13.216,137.62511291208793,81.88203205128204,43.94121245421245,76.15892307692307,198.19617243589744
2317.7608473878277,41.26899615384615,76.319,6.878,35.03061666666667,42.708000000000006,166.10950210622707,15.700000000000001,65.43035421245422,94.08146153846155,131.0450358974359,22.052000000000003,22.253333333333334,52.86156666666666,48.75547948717949,477.80150567765565,40.802410256410255,143.45258974358973,9.768,1021.9653250397092,167.58980256410254,102.25407256410256,28.629921410256415,151.64880256410257,10.528416666666667,84.01382115384615,104.3268468864469,21.831666666666667,9.951,316.2032716300366,69.07094230769229,2.767125000000001,67.48641758241759,76.70882499999999,59.99517307692307,2.590423076923081,97.34500091575093,34.257,71.7744717948718,61.30383333333334,36.33083333333333,11.158923076923077,63.90969230769231,50.09133333333333,15.683,25.51666666666667,23.6605,2.5416666666666665,125.93246794871794,46.50566666666666,13.326666666666666,130.18971474358975,11.260166666666667,58.20810256410257,60.69808205128205,66.74567307692307,40.0112,104.53727837995338,44.300512820512814,168.4061153846154,6.832923076923077,235.78589102564104,6.248799999999999,66.82373809523808,22.4615,-1101.4062202227817,2.5416666666666665,9.032794285844229e+17,74.5482564102564,43.997179487179494,26.63425,110.81526666666667,18.06474615384615,31.288846153846155,36.8155,100.6146958974359,16.314846153846155,39.48226282051282,147.92167948717946,19.343923076923076,21.084,7.9744,136.51819886259628,89.04242307692307,12.4925,15.509,75.81552564102564,248.8722147435898,16.314846153846155,13.326666666666666,141.5588208791209,82.29534615384615,45.32038736263736,81.99776923076924,201.49855897435899
2232.615045326075,27.342374358974364,74.10883333333334,8.277,34.40038571428571,43.782333333333334,170.61023269230768,15.449666666666666,64.37575586080587,89.07707692307692,126.88596153846154,24.705066666666667,22.5935,51.847566666666665,45.43231685897436,464.28350828754577,39.31584615384615,143.41207051282052,9.172666666666666,992.0470682027678,162.0225282051282,102.9828305860806,28.394151227106228,149.30546153846154,10.9485,82.06596602564103,102.64898717948716,21.73166666666667,9.936,315.06348402564106,68.22974038461538,2.9708750000000004,67.11609340659341,82.18580833333333,60.71183717948718,2.6636538461538506,92.76226007326008,35.1845,70.93475641025641,61.579166666666666,46.98933333333334,11.147153846153847,63.41311538461538,48.215916666666665,16.990833333333335,23.713733333333334,24.784499999999998,2.4916666666666667,144.01514743589743,47.47103333333333,13.272166666666667,135.5731121794872,11.630333333333333,56.10579487179488,58.776124786324786,64.8284871794872,38.31588571428571,104.9664152097902,43.63047435897436,171.2818525641026,6.672153846153846,232.5038012820513,6.007033333333333,60.504666666666665,25.0115,-1133.6829150415576,2.4916666666666667,9.30661752894109e+17,75.19672051282052,44.73964102564103,26.69625,120.75145833333333,17.564457692307695,31.978307692307695,37.671499999999995,100.88581153846154,15.967307692307692,40.09197435897436,162.77780769230768,19.21415384615385,20.177833333333332,8.012,135.10073887849023,88.56282051282051,11.898166666666668,14.864,73.43734871794872,244.13244551282048,15.967307692307692,13.272166666666667,140.48605586080586,83.53889102564102,44.04917765567765,80.52796153846154,200.68673205128206
2184.0775735393286,31.390410256410256,75.50916666666666,7.823,33.6505880952381,44.44266666666667,157.71356263736266,14.471333333333334,62.22778241758243,91.64876923076923,124.05898205128204,23.89006666666667,22.351166666666664,53.6883,46.803111923076926,460.3909906135532,37.71979487179487,139.98845512820512,9.188666666666666,970.1459721938592,161.13588205128207,99.37595586080585,27.119329890109892,149.7660264957265,10.289416666666666,80.47611025641027,104.18871465201464,23.318333333333335,9.739,306.0919274468865,65.90702884615385,2.5789999999999997,64.83550549450551,77.83358333333334,58.38382179487179,1.9025384615384628,94.68808882783885,35.1215,66.98883076923076,61.89008333333334,33.76166666666667,10.769538461538463,61.232653846153845,49.16433333333334,15.642333333333333,25.110799999999998,26.3245,2.4778333333333333,114.38764102564105,47.2139,13.174833333333336,130.39453846153845,11.312333333333335,55.83928205128205,56.12611452991454,65.68573846153846,37.983171428571424,103.21340967365965,42.25491025641026,163.4911923076923,6.133538461538462,229.48184615384616,6.2195333333333345,63.72626190476191,25.4295,-1082.4761186743083,2.4778333333333333,8.919952885715788e+17,74.01315512820513,43.19618803418803,26.427500000000002,106.29705833333334,16.235876923076926,30.463076923076926,38.5415,98.99829871794871,14.879576923076923,37.86866025641026,157.02174358974358,19.088538461538462,21.066249999999997,7.7592,129.6920462990115,87.73737179487182,12.157666666666668,14.622,72.06288717948718,241.54037179487176,14.879576923076923,13.174833333333336,137.3358657509158,81.20399358974362,43.13766941391941,75.06111538461539,196.44430384615387
2273.6944676900434,35.753153846153836,76.72149999999999,7.139,34.55186428571429,45.05766666666666,171.1045205128205,14.185666666666666,66.25682435897436,96.11353846153847,124.45943076923075,22.565066666666667,21.919,51.71613333333333,48.84592967948718,457.8748520604396,39.591923076923074,139.56482692307694,9.331333333333331,971.1360854048071,162.4697641025641,101.22128457875459,27.862554542124542,149.88576410256408,10.952750000000002,82.44872051282051,102.57347692307691,20.22833333333333,9.618,311.6112901794872,69.87780769230768,2.7562500000000014,65.7577967032967,80.25711666666666,60.00659358974359,2.398576923076927,94.1740467032967,35.1025,70.50329487179486,59.24883333333334,47.22816666666667,11.332076923076922,64.29405769230769,48.637750000000004,17.195666666666668,23.76846666666667,24.810000000000002,2.3648333333333333,142.4859487179487,44.369800000000005,12.867833333333333,127.75549358974358,11.391,55.29589743589743,60.34820683760684,62.96264358974359,37.615114285714284,104.15610722610722,44.25315384615385,169.2356346153846,6.975076923076923,232.53185897435895,5.855166666666667,60.580333333333336,23.477,-1065.9824824054833,2.3648333333333333,8.707685239039606e+17,73.0360435897436,43.61415384615384,26.605,121.64051666666666,17.954153846153847,31.643153846153847,35.315999999999995,101.98678743589744,16.523153846153846,40.436737179487174,148.57198717948717,19.818076923076923,20.625666666666667,7.607,136.38610133189513,87.52857692307693,12.242166666666666,14.016,73.6594076923077,242.3749935897436,16.523153846153846,12.867833333333333,142.10512435897436,82.45640384615385,43.69758882783883,80.25623076923077,200.2319076923077
2347.130104528222,36.41576794871795,70.04783333333333,7.478,34.24987142857143,42.59866666666666,161.05399294871796,14.370999999999999,66.4523358974359,97.22884615384615,129.53631025641025,24.02386666666667,22.297666666666665,50.06003333333334,46.95794711538463,466.70423640109897,40.938307692307696,143.6526923076923,9.535,991.5576013026059,166.04392692307692,105.38343073260071,28.31307373626374,153.11324914529916,11.0715,84.39756794871795,107.46985897435897,20.50033333333333,10.046,310.8422312820513,71.23851923076924,2.4651250000000005,67.3730989010989,79.35865833333332,60.67752564102565,2.4661923076923147,94.27159890109891,35.55725,73.77622051282052,64.25800000000001,31.7955,11.49269230769231,63.40851923076924,49.05008333333333,17.250333333333334,24.58566666666667,23.974,2.373833333333333,117.9393717948718,46.699233333333325,13.540333333333333,129.34560897435898,11.917166666666667,56.47574358974359,61.482317094017105,64.5222423076923,38.574371428571425,106.64527488344987,45.32505128205129,176.16779487179485,7.025692307692308,238.55614743589743,6.163433333333334,65.68483333333333,23.366999999999997,-1098.6307441571848,2.373833333333333,9.009601986433533e+17,75.25222564102565,45.46294017094017,27.340249999999997,104.23599166666665,18.105984615384617,31.702384615384616,37.333,104.44305025641026,16.56738461538462,40.85521794871794,154.08163461538462,19.103692307692306,21.340666666666667,7.9306,140.5139253577781,87.59152564102565,12.443166666666668,15.396,75.88195256410256,247.481858974359,16.56738461538462,13.540333333333333,140.6192442307692,83.49505128205129,44.55376373626373,78.44207692307693,203.60289423076924
2156.969391977945,38.934903846153844,74.60733333333333,6.735,31.150119047619047,41.306333333333335,153.61588003663005,16.385,63.646938644688646,93.38453846153845,126.63303076923077,22.3866,22.7885,56.00056666666667,48.260965512820505,473.3390526556777,40.640589743589736,145.03616025641026,9.663666666666666,1023.8802219385182,167.8378141025641,101.03866934065934,26.60403763736264,147.98974188034185,9.030833333333334,80.05874551282051,99.556815018315,23.014666666666663,10.512,303.66722227472525,64.0558076923077,2.7715000000000014,65.33472527472527,69.20829166666667,60.047643589743586,1.5720769230769265,95.8670586080586,33.8845,65.51226153846153,69.79116666666667,29.33533333333333,10.593076923076922,62.1873076923077,50.243,15.295666666666666,27.786999999999995,22.933,2.6591666666666667,105.3181153846154,47.98173333333333,14.162666666666667,131.27045192307693,11.582666666666668,59.0475641025641,58.161684615384615,70.91882692307692,38.77728571428572,105.30237010489509,42.966153846153844,165.94730128205128,5.858076923076923,228.8955256410256,6.386266666666668,65.13638095238095,21.776,-1113.2817413044934,2.6591666666666667,9.422149538968497e+17,75.02092692307691,41.44593162393162,24.272750000000002,103.36750833333333,16.421403846153844,29.693153846153844,37.157000000000004,99.49641076923078,14.535153846153847,34.913820512820514,146.6202371794872,18.641076923076923,21.896833333333333,7.6362000000000005,130.49578918460958,97.13891025641026,12.346,16.658,74.12710769230769,250.19286858974363,14.535153846153847,14.162666666666667,139.54432197802197,80.47323717948717,44.049029304029304,75.17873076923077,203.6666576923077
2244.698702814832,38.62771923076922,74.66183333333333,7.317,34.46929761904762,42.569,161.07097875457873,14.292666666666666,64.33611465201464,96.30069230769232,125.80788717948718,23.413266666666665,22.300833333333337,51.60893333333334,49.56108506410256,471.05389958791216,40.81928205128205,144.31221794871794,9.481,994.8267701454147,162.70435384615385,100.93222622710621,28.091973901098896,149.06780384615382,10.838583333333334,82.7402608974359,102.73035604395604,20.518333333333334,10.1455,309.7742093260073,68.20278846153846,2.8752500000000003,66.72412637362638,76.51555833333333,61.39161794871794,2.870884615384614,93.46237637362637,35.00275,69.96654102564102,61.01566666666666,34.78416666666667,11.487384615384615,62.343788461538466,49.2825,16.836583333333333,25.837600000000002,24.428,2.4233333333333333,124.21816025641027,47.77246666666666,13.596833333333334,129.30134294871795,11.518333333333334,55.12282051282051,59.471500854700864,64.33313461538461,38.25271428571429,104.23341567599067,44.35710256410256,168.76958974358976,6.609384615384615,234.39496153846153,6.3362333333333325,61.765547619047624,23.489,-1101.3505904280278,2.4233333333333333,9.073658713182819e+17,74.68463461538461,43.52110256410256,25.12025,109.34278333333333,17.35256923076923,31.089769230769228,36.161,100.86138051282052,15.965269230769229,39.42235256410256,151.43193589743592,18.815384615384616,20.892833333333332,7.9152000000000005,135.10680792846563,89.91488461538462,12.388666666666666,14.622,75.59342179487177,241.88709294871794,15.965269230769229,13.596833333333334,139.58667298534797,83.94410256410256,44.0708489010989,77.63515384615384,201.45118846153846
